test_y,predicted_values
1461.7646,1470.4535
1514.7058,1479.3942
1452.9412,1483.746
1408.8235,1445.5847
1373.5294,1388.5981
1376.4706,1360.3448
1423.5293,1370.7451
1455.8823,1400.2365
1435.2941,1462.4705
1505.8823,1508.7365
1608.8235,1565.528
1591.1765,1615.3064
1573.5294,1618.9436
1555.8823,1573.5001
1502.9412,1530.0413
1526.4706,1478.2361
1502.9412,1470.4774
1500.0,1452.1318
1352.9412,1471.4993
1344.1177,1390.7195
1358.8235,1374.8339
1402.9412,1387.5576
1488.2352,1450.3998
1544.1177,1510.6324
1564.7058,1555.0905
1567.647,1555.9161
1588.2352,1533.22
1526.4706,1544.4736
1426.4706,1510.7146
1411.7646,1449.5125
1435.2941,1427.7318
1432.3529,1453.3612
1423.5293,1474.4624
1552.9412,1504.3231
1638.2352,1605.7198
1629.4117,1663.15
1623.5294,1667.4374
1547.0588,1647.2163
1435.2941,1574.2314
1408.8235,1464.9349
1352.9412,1405.5671
1341.1765,1360.8264
1382.3529,1321.3108
1341.1765,1345.5327
1329.4117,1366.5879
1335.2941,1377.0214
1397.0588,1399.7983
1467.647,1454.7983
1500.0,1495.8546
1511.7646,1504.0924
1538.2352,1511.6531
1423.5293,1516.9114
1420.5883,1449.2343
1391.1764,1436.0023
1376.4706,1432.4022
1358.8235,1437.622
1382.3529,1445.6759
1541.1765,1494.2294
1644.1177,1605.4507
1620.5881,1666.4221
1567.647,1655.1273
1514.7058,1598.7582
1461.7646,1523.6746
1500.0,1468.7213
1452.9412,1482.9055
1414.7058,1460.9185
1423.5293,1425.1711
1423.5293,1422.7225
1500.0,1462.1324
1497.0588,1538.9375
1461.7646,1576.0541
1488.2352,1583.0211
1479.4117,1574.4485
1523.5294,1546.9551
1579.4117,1549.3253
1535.2941,1565.1035
1382.3529,1538.6421
1408.8235,1437.0999
1352.9412,1444.5082
1423.5293,1432.8633
1335.2941,1504.2097
1450.0,1493.302
1567.647,1564.539
1635.2941,1600.092
1682.3529,1626.2665
1608.8235,1653.2848
1576.4706,1594.5492
1538.2352,1559.6554
1491.1765,1513.6914
1505.8823,1480.3889
1523.5294,1480.2404
1479.4117,1500.3846
1464.7058,1508.5051
1491.1765,1506.587
1535.2941,1540.2261
1602.9412,1596.1919
1588.2352,1644.6174
1594.1177,1639.1704
1676.4706,1595.6926
1623.5294,1616.0
1497.0588,1579.9302
1444.1177,1507.8615
1461.7646,1455.9208
1435.2941,1480.362
1438.2352,1498.3058
1514.7058,1546.6567
1641.1764,1609.4169
1723.5294,1655.0919
1755.8823,1689.1731
1729.4117,1706.2325
1644.1177,1682.2291
1638.2352,1610.2109
1611.7646,1585.9679
1617.647,1569.9761
1523.5294,1580.8053
1547.0588,1531.4536
1523.5294,1548.8215
1552.9412,1551.6702
1561.7646,1583.8682
1594.1177,1593.272
1611.7646,1607.7328
1673.5294,1613.0553
1617.647,1626.3715
1485.2941,1579.0393
1467.647,1466.9062
1400.0,1437.7505
1379.4117,1410.3616
1352.9412,1410.9348
1417.647,1417.3734
1520.5881,1506.2964
1597.0588,1588.6257
1676.4706,1624.6345
1767.6471,1656.623
1776.4706,1699.479
1611.7646,1696.834
1582.3529,1596.6068
1564.7058,1542.7808
1491.1765,1528.4729
1550.0,1479.6542
1505.8823,1499.4467
1547.0588,1502.1078
1564.7058,1548.9126
1594.1177,1578.2916
1650.0,1618.9971
1682.3529,1639.4563
1697.0588,1648.4937
1702.9412,1647.1064
1635.2941,1629.7428
1579.4117,1577.1766
1538.2352,1538.5709
1517.647,1518.8689
1485.2941,1524.355
1438.2352,1536.4547
1614.7058,1547.467
1758.8235,1662.557
1800.0,1761.5613
1767.6471,1783.9706
1735.2941,1732.2654
1600.0,1680.5571
1570.5883,1582.6078
1708.8235,1522.9775
1614.7058,1617.4897
1508.8235,1602.4027
1526.4706,1520.6718
1529.4117,1507.375
1517.647,1530.5781
1514.7058,1532.6656
1594.1177,1545.869
1585.2941,1603.8848
1614.7058,1585.2986
1573.5294,1574.1721
1473.5294,1530.0569
1438.2352,1437.6129
1373.5294,1385.654
1467.647,1358.2799
1479.4117,1428.0925
1455.8823,1491.371
1567.647,1549.2815
1679.4117,1619.2438
1741.1765,1677.9642
1722.0588,1693.9597
1702.9412,1667.0082
1623.5294,1645.2997
1597.0588,1592.7264
1579.4117,1556.9006
1582.3529,1535.2416
1641.1764,1532.6335
1552.9412,1579.7351
1561.7646,1559.7463
1582.3529,1554.1881
1617.647,1583.813
1700.0,1637.0837
1729.4117,1685.2439
1708.8235,1699.9395
1641.1764,1683.713
1752.9412,1609.6381
1685.2941,1654.0563
1670.5883,1640.6685
1694.1177,1641.2051
1705.8823,1661.9939
1711.7646,1714.8513
1864.7058,1767.307
1929.4117,1868.0599
2008.8235,1927.1299
2047.0588,1956.0164
1994.1177,1956.9194
1864.7058,1916.0453
1838.2352,1827.9207
1776.4706,1785.9363
1847.0588,1738.854
1850.0,1767.7709
1902.9412,1778.172
1902.9412,1844.9695
1882.3529,1869.3547
1950.0,1875.2234
1897.0588,1930.8287
1908.8235,1905.7118
1902.9412,1894.4989
1926.4706,1880.1324
1926.4706,1893.2054
1838.2352,1869.1211
1758.8235,1811.3113
1794.1177,1758.4202
1797.0588,1781.9368
1926.4706,1820.3788
1988.2352,1946.7024
2155.8823,2029.6725
2119.608,2125.5605
2083.3333,2087.3062
2047.0588,2031.097
1997.0588,1973.2571
1967.6471,1926.9644
1897.0588,1911.4094
1814.7058,1875.0056
1817.6471,1819.9467
1794.1177,1788.04
1726.4706,1764.6759
1788.2352,1740.0997
1832.3529,1788.7776
1879.4117,1854.8142
1900.0,1899.9109
1911.7646,1910.8452
1926.4706,1905.0084
1850.0,1876.6528
1829.4117,1815.7731
1814.7058,1791.9941
1802.9412,1813.533
1776.4706,1827.1249
1832.3529,1852.1305
1994.1177,1934.2327
2114.7058,2059.3599
2164.7058,2116.7224
2185.2942,2127.4155
2064.7058,2121.8008
1991.1765,2012.1182
1938.2352,1933.0284
1958.8235,1870.9514
1805.8823,1888.351
1820.5883,1803.149
1794.1177,1786.5042
1923.5294,1760.4906
2088.2354,1873.2385
2070.5881,2043.1423
2150.0,2103.4048
2202.9412,2152.0776
2185.2942,2185.3936
2164.7058,2160.966
2097.0588,2101.9045
2014.7058,2046.1432
1979.4117,1996.4493
1970.5883,1979.5271
1947.0588,1998.6898
2000.0,2026.1974
2091.1765,2099.142
2282.353,2162.2683
2335.2942,2258.83
2379.4119,2290.4753
2297.0588,2291.035
2211.7646,2215.6838
2058.8235,2132.9175
1908.8235,2016.9454
1794.1177,1886.0659
1767.6471,1796.1683
1717.647,1777.7076
1729.4117,1769.7728
1805.8823,1782.9762
1755.8823,1846.483
1841.1765,1844.071
1832.3529,1871.7805
1932.3529,1866.0305
1873.5294,1919.2377
1850.0,1875.2872
1914.7058,1857.8042
1923.5294,1896.4767
1979.4117,1934.4017
1950.0,2002.0693
1994.1177,2053.4878
2011.7646,2146.0928
2194.1177,2174.8179
2194.1177,2261.1033
2194.1177,2233.3936
2188.2354,2168.1553
2102.9412,2113.4302
2000.0,2034.6698
1879.4117,1940.2334
1802.9412,1839.0627
1752.9412,1775.2733
1708.8235,1731.6305
1658.8235,1734.2563
1726.4706,1729.6378
1717.647,1764.5491
1717.647,1791.0496
1791.1765,1784.6581
1808.8235,1811.2217
1823.5294,1819.841
1755.8823,1823.0061
1685.2941,1774.2389
1667.647,1709.1624
1623.5294,1699.6863
1650.0,1684.4827
1714.7058,1755.0851
1808.8235,1839.561
2044.1177,1930.4834
2194.1177,2057.8208
2116.9119,2163.3735
2039.7058,2116.4941
1962.5,2008.87
1885.2941,1913.492
1782.3529,1822.4373
1723.5294,1739.9255
1702.9412,1699.4094
1661.7646,1673.8955
1697.0588,1668.7134
1655.8823,1712.4072
1667.647,1708.062
1747.0588,1710.0573
1776.4706,1750.5437
1735.2941,1776.4844
1735.2941,1722.3516
1694.1177,1697.4143
1635.2941,1668.6211
1655.8823,1622.1946
1617.647,1634.0912
1711.7646,1656.3716
1635.2941,1764.835
1817.6471,1778.3257
2032.3529,1910.8455
1994.1177,2038.7158
1955.8823,2002.7662
1917.6471,1919.5546
1879.4117,1856.5596
1808.8235,1809.5032
1652.9412,1726.1666
1685.2941,1622.3247
1723.5294,1622.8698
1650.0,1657.729
1658.8235,1649.1624
1647.0588,1663.5538
1647.0588,1683.9683
1691.1765,1685.7448
1702.9412,1701.2838
1717.647,1710.005
1652.9412,1707.1742
1694.1177,1645.868
1661.7646,1659.7535
1600.0,1652.6896
1664.7058,1619.4003
1644.1177,1671.7007
1667.647,1726.3318
1755.8823,1801.4779
1952.9412,1866.5435
1922.7941,1963.2871
1892.6471,1922.9379
1862.5,1858.8231
1832.3529,1814.5311
1638.2352,1758.4315
1708.8235,1614.968
1676.4706,1648.6927
1602.9412,1652.5002
1602.9412,1596.0347
1550.0,1584.4642
1620.5881,1591.535
1608.8235,1639.8103
1620.5881,1658.3002
1650.0,1678.8738
1629.4117,1673.0112
1679.4117,1645.2108
1597.0588,1653.1056
1573.5294,1594.8722
1523.5294,1562.4402
1500.0,1539.9932
1558.8235,1545.9031
1664.7058,1619.1636
1717.647,1745.6654
1800.0,1832.4653
1855.8823,1846.6204
1964.7058,1852.327
1925.4902,1890.3488
1886.2745,1857.6582
1847.0588,1793.1669
1685.2941,1768.8042
1588.2352,1671.9287
1514.7058,1579.237
1544.1177,1519.0526
1488.2352,1553.8375
1505.8823,1540.8254
1508.8235,1562.1874
1594.1177,1588.4866
1597.0588,1624.9133
1676.4706,1616.9823
1644.1177,1649.7042
1685.2941,1635.0667
1526.4706,1650.6718
1517.647,1577.2089
1470.5881,1580.2247
1523.5294,1576.5686
1541.1765,1646.9
1635.2941,1705.3418
1758.8235,1795.8203
1923.5294,1853.2417
1888.2352,1917.529
1832.3529,1886.284
1776.4706,1794.8733
1720.5883,1704.2017
1614.7058,1643.028
1479.4117,1588.3783
1532.3529,1515.4324
1502.9412,1550.6461
1511.7646,1553.9814
1547.0588,1584.5972
1488.2352,1608.0759
1641.1764,1611.9924
1717.647,1665.0967
1638.2352,1723.06
1714.7058,1688.6654
1700.0,1689.1229
1558.8235,1691.7621
1544.1177,1629.5715
1529.4117,1596.0986
1520.5881,1613.4785
1541.1765,1656.4675
1641.1764,1686.8451
